"CCU","Description","Description Group","Supplier","Ownership","Department","Last Seen","Last Seen Date","Test Expiry","Pressure Test Expiry","Disposal Date","Reporting Period"
"SBIU4007658","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-09-18","","","","2021-08-03"
"SBIU4007663","40'GP Storage","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU4007679","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4007684","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007690","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-03-02","","","","2021-08-03"
"SBIU4007703","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4007719","40'GP Storage","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU4007724","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007745","40'GP","40' Container","Gorgon Owned","GFP","","Pickles Auctions - Perth","2025-02-14","","","","2021-08-03"
"SBIU4007750","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4007766","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007771","40'GP","40' Container","Gorgon Owned","GFP","UN","Wheatstone Downstream","2023-04-21","","","","2021-08-03"
"SBIU4007787","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4007792","40'GP","40' Container","Gorgon Owned","GFP","UN","Disposal Contractor","2021-12-05","","","2021-12-06","2021-08-03"
"SBIU4007806","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4007811","40'GP","40' Container","Gorgon Owned","GFP","","Civmec Construction and Engineering","2025-08-27","","","","2021-08-03"
"SBIU4007827","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007832","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2024-01-10","","","","2021-08-03"
"SBIU4007848","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4007853","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007869","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007874","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007880","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007895","40'GP","40' Container","Gorgon Owned","GFP","","Disposal Contractor","2022-07-05","","","2022-07-06","2021-08-03"
"SBIU4007909","40'GP Storage","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4007914","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GFP","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4007920","40'GP","40' Container","Gorgon Owned","GFP","","PICKLES AUCTIONS - BIBRALAKE","2023-01-03","","","2022-12-13","2021-08-03"
"SBIU4007940","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4007956","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2021-01-15","","","","2021-08-03"
"SBIU4007961","40'GP","40' Container","Gorgon Owned","GFP","UN","Barrow Island MOF","2023-11-12","","","","2021-08-03"
"SBIU4007982","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4007998","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008000","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Sadleirs Resources","2022-12-29","","","2022-12-13","2021-08-03"
"SBIU4008021","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008037","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008042","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008058","40'GP","40' Container","Gorgon Owned","GFP","UNASSIGNED EMPTY ASSET","Dampier","2020-12-10","","","","2021-08-03"
"SBIU4008063","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008079","40'GP","40' Container","Gorgon Owned","GFP","","Wheatstone Downstream","2024-08-16","","","","2021-08-03"
"SBIU4008084","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008090","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4008103","40'GP Storage","40' Container","Gorgon Owned","GFP","GGN TA111","Barrow Island MOF","2025-11-15","","","","2021-08-03"
"SBIU4008119","40'GP","40' Container","Gorgon Owned","GFP","","Civmec Construction and Engineering","2025-08-07","","","","2021-08-03"
"SBIU4008130","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008145","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4008150","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008166","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-06-08","","","","2021-08-03"
"SBIU4008171","40'GP Storage","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008187","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"SBIU4008206","40'GP","40' Container","Gorgon Owned","GFP","UN","Disposal Contractor","2022-08-30","","","2022-08-31","2021-08-03"
"SBIU4008211","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2025-12-03","","","","2021-08-03"
"SBIU4008227","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4008232","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008248","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2025-10-07","","","","2021-08-03"
"SBIU4008253","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008269","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2023-11-14","","","","2021-08-03"
"SBIU4008280","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2024-08-16","","","","2021-08-03"
"SBIU4008295","40'GP","40' Container","Gorgon Owned","GFP","","Pickles Auctions - Perth","2025-05-14","","","","2021-08-03"
"SBIU4008309","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Disposal Contractor","2025-05-05","","","2025-05-06","2021-08-03"
"SBIU4008314","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2023-12-07","","","","2021-08-03"
"SBIU4008320","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008335","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4008340","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008356","40'GP","40' Container","Gorgon Owned","GFP","","Pickles Auctions - Perth","2024-12-05","","","2024-11-11","2021-08-03"
"SBIU4008361","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Barrow Island MOF","2025-07-02","","","","2021-08-03"
"SBIU4008377","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008382","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008398","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-09-09","","","","2021-08-03"
"SBIU4008401","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-02-06","","","","2021-08-03"
"SBIU4008417","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008422","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008438","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-18","","","","2021-08-03"
"SBIU4008443","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GFP","Barrow Island Crane","2024-10-01","","","","2021-08-03"
"SBIU4008459","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008464","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008485","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008490","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4008504","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008510","40'GP","40' Container","Gorgon Owned","GFP","","Disposal Contractor","2025-05-05","","","2025-05-06","2021-08-03"
"SBIU4008525","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4008530","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2024-04-10","","","","2021-08-03"
"SBIU4008551","40'GP","40' Container","Gorgon Owned","GFP","WHSUS","Barrow Island MOF","2024-06-16","","","","2021-08-03"
"SBIU4008567","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Chevron Wheatstone","2025-08-01","","","","2021-08-03"
"SBIU4008572","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-18","","","","2021-08-03"
"SBIU4008588","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Disposal Contractor","2023-01-09","","","2023-01-10","2021-08-03"
"SBIU4008593","CONTAINER 40FT GENERAL PURPOSE","","Gorgon Owned","","","Dampier","2020-09-21","2017-03-01","","","2022-11-28"
"SBIU4008607","40'GP Storage","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008612","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"SBIU4008628","40'GP","40' Container","Gorgon Owned","GFP","GFP","","2017-01-10","","","","2021-08-03"
"SBIU4008633","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008649","40'GP","40' Container","Gorgon Owned","GFP","WA Oil","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008654","40'GP Storage","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-03-24","","","","2021-08-03"
"SBIU4008660","40'GP","40' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4008675","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4008680","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008696","40'GP","40' Container","Gorgon Owned","GFP","","Pickles Auctions - Perth","2025-02-14","","","2024-08-26","2021-08-03"
"SBIU4008700","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"SBIU4008715","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008720","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008736","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008741","40'GP Storage","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008757","40'GP Storage","40' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008762","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2021-03-20","","","","2021-08-03"
"SBIU4008778","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008783","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GFP",,"","","","","2021-08-03"
"SBIU4008799","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4008802","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2024-11-28","","","2024-11-11","2021-08-03"
"SBIU4008818","40'GP","40' Container","Gorgon Owned","GFP","GGN TA111","Barrow Island MOF","2025-11-15","","","","2021-08-03"
"SBIU4008823","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-24","","","","2021-08-03"
"SBIU4008844","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4008850","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008865","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-03-31","","","","2021-08-03"
"SBIU4008870","CONTAINER 40FT GENERAL PURPOSE STORAGE","","Gorgon Owned","","",,"","2019-06-01","","","2022-11-28"
"SBIU4008886","40'GP","40' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4008891","40'GP","40' Container","Gorgon Owned","GFP","UN","Barrow Island MOF","2025-07-02","","","","2021-08-03"
"SBIU4008905","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008910","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4008926","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4008931","CONTAINER 40FT GENERAL PURPOSE STORAGE","","Gorgon Owned","","",,"","2017-03-01","","","2022-11-28"
"SBIU4008947","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008952","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4008968","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4008973","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4008989","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-07","","","","2021-08-03"
"SBIU4008994","40'GP","40' Container","Gorgon Owned","GFP","GFP",,"","","","","2021-08-03"
"SBIU4009007","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009012","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009028","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009033","40'GP","40' Container","Gorgon Owned","GFP","","Dampier","2024-02-09","","","","2021-08-03"
"SBIU4009049","40'GP","40' Container","Gorgon Owned","Gorgon Ops","",,"","","","","2021-08-03"
"SBIU4009054","40'GP","40' Container","Gorgon Owned","Gorgon Ops","ABU SCM BWI","Barrow Island MOF","2024-03-10","","","","2021-08-03"
"SBIU4009060","40'GP Storage","40' Container","Gorgon Owned","GFP","GGN TA111","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009075","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009080","40'GP Storage","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-17","","","","2021-08-03"
"SBIU4009096","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4009100","40'GP","40' Container","Gorgon Owned","GFP","","Disposal Contractor","2022-05-08","","","2022-05-09","2021-08-03"
"SBIU4009115","40'GP","40' Container","Gorgon Owned","GFP","UN","Barrow Island MOF","2024-02-01","","","","2021-08-03"
"SBIU4009120","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4009136","40'GP","40' Container","Gorgon Owned","GFP","ABU SCM BWI","Disposal Contractor","2022-07-05","","","2022-07-06","2021-08-03"
"SBIU4009141","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009157","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009162","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009178","40'GP Storage","40' Container","Gorgon Owned","GFP","GGN TA","Perth Supply Base","2023-10-09","","","","2021-08-03"
"SBIU4009183","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2025-04-24","","","","2021-08-03"
"SBIU4009199","40'GP","40' Container","Gorgon Owned","GFP","","Dampier","2025-10-02","","","","2021-08-03"
"SBIU4009202","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009218","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009223","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4009239","40'GP","40' Container","Gorgon Owned","GFP","","Dampier Supply Base - Area C","2023-12-08","","","","2021-08-03"
"SBIU4009244","40'GP","40' Container","Gorgon Owned","GFP","GGN TA","Barrow Island MOF","2025-11-14","","","","2021-08-03"
"SBIU4009250","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4009265","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2021-01-15","","","","2021-08-03"
"SBIU4009270","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4009286","40'GP","40' Container","Gorgon Owned","GFP","UN","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009291","40' GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Disposal Contractor","2023-01-09","","","2023-01-10","2021-08-03"
"SBIU4009305","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009310","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009326","40'GP","40' Container","Gorgon Owned","Gorgon Ops","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4009331","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009347","40'GP","40' Container","Gorgon Owned","Gorgon Ops","","PICKLES AUCTIONS - BIBRALAKE","2022-12-30","","","2022-12-13","2021-08-03"
"SBIU4009352","40'GP","40' Container","Gorgon Owned","GFP","","Chevron Wheatstone","2025-07-17","","","","2021-08-03"
"SBIU4009368","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009373","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4009389","40'GP Storage","40' Container","Gorgon Owned","GFP","ABU SCM BWI","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009394","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009408","40'GP","40' Container","Gorgon Owned","GFP","WA OIL","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009413","40'GP","40' Container","Gorgon Owned","GFP","WA OIL","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4009429","40'GP","40' Container","Gorgon Owned","GFP","GFP","","2017-01-10","","","","2021-08-03"
"SBIU4009434","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2020-12-07","","","","2021-08-03"
"SBIU4009440","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2024-01-11","","","","2021-08-03"
"SBIU4009455","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-04-24","","","2023-04-04","2021-08-03"
"SBIU4009460","40FT GENERAL PURPOSE","","Gorgon Owned","Gorgon Ops","","Dampier","2020-04-20","","","","2022-12-20"
"SBIU4009476","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009481","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009497","40'GP","40' Container","Gorgon Owned","GFP","GFP","","2017-01-10","","","","2021-08-03"
"SBIU4009500","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009516","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Dampier","2020-05-04","","","","2021-08-03"
"SBIU4009521","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-10-26","","","","2021-08-03"
"SBIU4009537","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-07-13","","","","2021-08-03"
"SBIU4009542","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009558","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009563","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009579","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009584","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2025-04-23","","","","2021-08-03"
"SBIU4009590","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-15","","","","2021-08-03"
"SBIU4009603","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-05-25","","","","2021-08-03"
"SBIU4009619","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4009624","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-18","","","","2021-08-03"
"SBIU4009630","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-05-23","","","","2021-08-03"
"SBIU4009645","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4009650","40'GP","40' Container","Gorgon Owned","GFP","GFP","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4009666","40'GP","40' Container","Gorgon Owned","GFP","WA Oil",,"","","","","2021-08-03"
"SBIU4009671","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4009687","40'GP","40' Container","Gorgon Owned","GFP","UN","Perth Supply Base","2025-08-29","","","","2021-08-03"
"SBIU4009692","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2023-01-14","","","","2021-08-03"
"SBIU4009706","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-06-30","","","","2021-08-03"
"SBIU4009711","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009727","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2025-07-23","","","","2021-08-03"
"SBIU4009732","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2021-12-08","","","","2021-08-03"
"SBIU4009748","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-16","","","","2021-08-03"
"SBIU4009753","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009769","40' GP","40' Container","Gorgon Owned","Gorgon Ops","WA Oil","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009774","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009780","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009795","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-03-02","","","","2021-08-03"
"SBIU4009809","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009814","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009820","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009835","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2023-11-01","","","","2021-08-03"
"SBIU4009840","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009856","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Disposal Contractor","2021-12-05","","","2021-12-06","2021-08-03"
"SBIU4009861","40'GP","40' Container","Gorgon Owned","GFP","","Perth Supply Base","2025-08-14","","","","2021-08-03"
"SBIU4009877","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009882","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS",,"","","","","2021-08-03"
"SBIU4009898","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2024-06-04","","","","2021-08-03"
"SBIU4009901","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2025-12-08","","","","2021-08-03"
"SBIU4009917","40'GP","40' Container","Gorgon Owned","GFP","UN","Perth Supply Base","2024-03-18","","","","2021-08-03"
"SBIU4009922","40'GP","40' Container","Gorgon Owned","GFP","GORGON OPERATIONS","Perth Supply Base","2025-08-14","","","","2021-08-03"
"SBIU4009938","40'GP","40' Container","Gorgon Owned","GFP","UN","Barrow Island MOF","2025-07-02","","","","2021-08-03"
"SBIU4009943","40'GP","40' Container","Gorgon Owned","GFP","",,"","","","","2021-08-03"
"SBIU4009959","40'GP","40' Container","Gorgon Owned","GFP","","Barrow Island MOF","2022-04-18","","","","2021-08-03"
